accession	keywords	base_count	last_updated	first_public	description
AY364506		880	2005-04-16	2004-01-30	Drosophila mojavensis strain MJS 16F alcohol dehydrogenase 1 (Adh1) gene, complete cds.
AY874361		1422	2005-05-31	2005-05-31	Drosophila subobscura strain line 0 alcohol dehydrogenase (Adh-Twain) gene, partial cds.
AY874371		1406	2005-05-31	2005-05-31	Drosophila subobscura strain line 24 alcohol dehydrogenase (Adh-Twain) gene, partial cds.
AB703316		405	2012-03-18	2012-03-18	Drosophila algonquin Adh gene for alcohol dehydrogenase, partial cds, clone: D.algonquin.
AB703319		405	2012-03-18	2012-03-18	Drosophila azteca Adh gene for alcohol dehydrogenase, partial cds, clone: D.azteca.
AB703324		405	2012-03-18	2012-03-18	Drosophila pseudoobscura Adh gene for alcohol dehydrogenase, partial cds, clone: D.pseudoobscura.
AF136678		884	2005-04-15	1999-06-03	Drosophila americana americana D.am-.3Y alcohol dehydrogenase (Adh) gene, partial cds.
AY340295		881	2005-04-16	2003-08-13	Drosophila americana pop-variant DN00.04Y alcohol dehydrogenase (Adh) gene, partial cds.
AY364493		880	2005-04-16	2004-01-30	Drosophila mojavensis strain MJS 14 alcohol dehydrogenase 1 (Adh1) gene, complete cds.
AY364499		880	2005-04-16	2004-01-30	Drosophila mojavensis strain MJS 115 alcohol dehydrogenase 1 (Adh1) gene, complete cds.
AY874368		1406	2005-05-31	2005-05-31	Drosophila subobscura strain line 16 alcohol dehydrogenase (Adh-Twain) gene, partial cds.
EF216308		431	2010-09-07	2007-06-10	Drosophila luguensis alcohol dehydrogenase (Adh) gene, exons 2, 3 and partial cds.
U76483		902	2005-04-18	1997-03-06	Drosophila mulleri strain -1371.22 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.
AY364522		879	2005-04-16	2004-01-30	Drosophila mojavensis strain MJS 133 alcohol dehydrogenase-2 (Adh2) gene, complete cds.
AY874367		1406	2005-05-31	2005-05-31	Drosophila subobscura strain line 11 alcohol dehydrogenase (Adh-Twain) gene, partial cds.
AB703320		405	2012-03-18	2012-03-18	Drosophila bifasciata Adh gene for alcohol dehydrogenase, partial cds, clone: D.bifasciata.
AY340280		881	2005-04-16	2003-08-13	Drosophila americana pop-variant DN00.04X alcohol dehydrogenase (Adh) gene, partial cds.
AY340284		881	2005-04-16	2003-08-13	Drosophila americana pop-variant NN97.02X alcohol dehydrogenase (Adh) gene, partial cds.
AY340285		881	2005-04-16	2003-08-13	Drosophila americana pop-variant NN97.04X alcohol dehydrogenase (Adh) gene, partial cds.
AY874366		1406	2005-05-31	2005-05-31	Drosophila subobscura strain line 10 alcohol dehydrogenase (Adh-Twain) gene, partial cds.
AY874374		1406	2005-05-31	2005-05-31	Drosophila subobscura strain line 35 alcohol dehydrogenase (Adh-Twain) gene, partial cds.
EF216309		429	2010-09-07	2007-06-10	Drosophila limingi alcohol dehydrogenase (Adh) gene, exons 2, 3 and partial cds.
U76480		902	2005-04-18	1997-03-06	Drosophila mulleri strain -1371.16 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.
AB669838		838	2014-01-02	2014-01-02	Drosophila tani Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0661.00.
AB669874		838	2014-01-02	2014-01-02	Drosophila nikananu Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0661.01.
AF067283		437	2006-11-14	1998-07-02	Drosophila subsilvestris alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.
AY154844		878	2005-04-16	2003-03-03	Drosophila arizonae strain ARTU 34 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
AY154854		880	2005-04-16	2003-03-03	Drosophila arizonae strain AR00 5 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AB932673		839	2014-10-26	2014-10-26	Drosophila similis Adh gene for alcohol dehydrogenase, partial cds, strain: 15182-2321.00.
M17827	alcohol dehydrogenase, dehydrogenase	2696	2006-11-14	1991-07-01	D.melanogaster (strain Wa-S) alcohol dehydrogenase gene (allele Adh-s), complete cds.
AB194441		759	2006-02-27	2005-05-07	Drosophila bipectinata Adh gene for alcohol dehydrogenase, partial cds, strain:wild type CJB162.
AY154843		878	2005-04-16	2003-03-03	Drosophila arizonae strain ARTU 24 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
AY154845		879	2005-04-16	2003-03-03	Drosophila arizonae strain ARTU 35 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
EF560579		626	2008-07-12	2008-05-01	Drosophila gaucha pop-variant Campos do Jordao alcohol dehydrogenase (adh) gene, partial cds.
LC057202		829	2019-06-04	2019-06-04	Drosophila paralutea Adh gene for alcohol dehydrogenase, partial cds, strain: 14022-0281.00.
M17828	alcohol dehydrogenase, dehydrogenase	2696	2006-11-14	1991-07-01	D.melanogaster (strain Fl-1S) alcohol dehydrogenase gene (allele Adh-F), complete cds.
AB669848		773	2014-01-02	2014-01-02	Drosophila vulcana Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0711.00.
AB669886		836	2014-01-02	2014-01-02	Drosophila mayri Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0591.00.
AB932666		834	2014-10-26	2014-10-26	Drosophila parthenogenetica Adh gene for alcohol dehydrogenase, partial cds, strain: 15181-2221.00.
X15585	alcohol dehydrogenase	2334	2006-11-14	1989-11-23	Drosophila navojoa Adh-1 gene for alcohol dehydrogenase (EC 1.1.1.1)
LC057201		827	2019-06-04	2019-06-04	Drosophila prostipennis Adh gene for alcohol dehydrogenase, partial cds, strain: 14022-0291.00.
X03048	alcohol dehydrogenase, direct repeat, pseudogene	6778	2006-11-14	1986-07-02	Drosophila mulleri adh genes for alcohol dehydrogenase (adh-1, adh-2, pseudo-adh)
AB194427		1756	2006-02-27	2005-05-07	Drosophila varians Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.
AF045124		405	2006-11-14	1998-06-02	Drosophila emarginata strain 14042-0841.0 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.
AF045125		405	2006-11-14	1998-06-02	Drosophila emarginata strain 14042-0841.7 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.
AY154830		880	2005-04-16	2003-03-03	Drosophila mojavensis strain MJBC 39.3 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AY154864		877	2005-04-16	2003-03-03	Drosophila mojavensis strain MJBC 25.3 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
AB194421		1769	2006-02-27	2005-05-07	Drosophila bipectinata Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.
AF045113		405	2006-11-14	1998-06-02	Drosophila saltans strain 14045-0911.0 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.
AY154868		878	2005-04-16	2003-03-03	Drosophila mojavensis strain MJBC 47.3 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
U66411		4789	1997-10-02	1996-11-02	Drosophila melanogaster gp150 protein and putative type III alcohol dehydrogenase (T3dh) genes, partial cds.
AY154834		880	2005-04-16	2003-03-03	Drosophila mojavensis strain MJBC 103.3 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AY154837		880	2005-04-16	2003-03-03	Drosophila mojavensis strain MJBC 157.3 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AY154874		880	2005-04-16	2003-03-03	Drosophila mojavensis strain MJBC 157.3 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
AY154876		878	2005-04-16	2003-03-03	Drosophila mojavensis strain MJBC 205.1 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
AF348881		666	2006-11-14	2001-04-16	Drosophila biauraria strain HP alcohol dehydrogenase (adh) gene, exons 2, 3 and 4, and partial cds.
AF348880		668	2006-11-14	2001-04-16	Drosophila triauraria strain ONM alcohol dehydrogenase (adh) gene, exons 2, 3 and 4, and partial cds.
AI513113	EST	515	2003-12-03	1999-03-23	GH01616.3prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH01616 3 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 08/12/2002, mRNA sequence.
CK131199	EST	668	2003-12-03	2003-12-03	GH15138.3prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH15138 3 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 08/14/2002, mRNA sequence.
CV785019	EST	231	2004-11-12	2004-11-12	zaa07h09.x2 D yakuba testes cDNA Drosophila yakuba cDNA 3' similar to TR:Q9U8T1 Q9U8T1 ALCOHOL DEHYDROGENASE , mRNA sequence.
BI566106	EST	559	2001-09-07	2001-09-07	RH35228.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH35228 5 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 07/31/2001, mRNA sequence.
AI107293	EST	445	2001-04-27	1998-09-04	GH03875.5prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH03875 5 similar to X04454: Drosophila melanogaster alcohol dehydrogenase null4 allele, mRNA sequence.
AY695385		1117	2006-11-14	2006-08-01	Drosophila belladunni alcohol dehydrogenase (Adh) gene, exons 1 through 3 and partial cds Adh-Adhr intergenic spacer, complete sequence and ADHR (Adhr) gene, exon 1 and partial cds.
AY695382		2005	2006-11-14	2006-08-01	Drosophila dunni alcohol dehydrogenase (adh) gene, exons 1 through 3 and partial cds Adh-Adhr intergenic spacer, complete sequence and ADHR (Adhr) gene, exons 1 through 3 and partial cds.
BF497094	EST	532	2001-04-26	2000-12-07	AT11166.5prime AT Drosophila melanogaster adult testes pOTB7 Drosophila melanogaster cDNA clone AT11166 5 similar to CG6083: FBan0006083 'alcohol dehydrogenase, iron-dependent' located on: 3L 68C9-68C10 : 04/08/2001, mRNA sequence.
BF494131	EST	799	2001-04-26	2000-12-07	AT02556.5prime AT Drosophila melanogaster adult testes pOTB7 Drosophila melanogaster cDNA clone AT02556 5 similar to CG6083: FBan0006083 'alcohol dehydrogenase, iron-dependent' located on: 3L 68C9-68C10 : 04/07/2001, mRNA sequence.
BI214744	EST	677	2001-07-13	2001-07-13	RE20859.5prime RE Drosophila melanogaster normalized Embryo pFlc-1 Drosophila melanogaster cDNA clone RE20859 5 similar to CG5590: FBan0005590 'alcohol dehydrogenase, iron-dependent' located on: 3R 98A6-98A6 : 04/12/2001, mRNA sequence.
BI623813	EST	601	2001-09-11	2001-09-11	RH56162.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH56162 5 similar to CG2767: FBan0002767 GO:[alcohol dehydrogenase (NADP+) (GO:0008106)] located on: 3R 84E5-84E5 : 08/22/2001, mRNA sequence.
AA802598	EST	684	2003-12-03	1998-02-13	GM05887.5prime GM Drosophila melanogaster ovary BlueScript Drosophila melanogaster cDNA clone GM05887 5 similar to T3dh: FBan0003425 GO:[alcohol dehydrogenase (GO:0004022) enzyme (GO:0003824)] located on: 2R 58D4-58D4 : 08/13/2002, mRNA sequence.
BI630708	EST	558	2001-09-11	2001-09-11	RH59992.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH59992 5 similar to CG2767: FBan0002767 GO:[alcohol dehydrogenase (NADP+) (GO:0008106)] located on: 3R 84E5-84E5 : 08/23/2001, mRNA sequence.
AI387658	EST	512	2001-04-25	1999-02-01	GH18240.3prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH18240 3prime similar to U66411: Drosophila melanogaster gp150 protein and putative type III alcohol dehydrogenase (T3dh) genes, partial cds. CDS:<1..184 PID:g1655925, mRNA sequence.
AA440486	EST	529	2001-04-26	1997-06-03	LD13208.3prime LD Drosophila melanogaster embryo BlueScript Drosophila melanogaster cDNA clone LD13208 3prime similar to U66409: Drosophila melanogaster Pgc mRNA, 3' non-coding region U66411: Drosophila melanogaster gp150 protein and putative type III alcohol dehydrogenase (T3dh) genes, partial cds, mRNA sequence.
AF006567		3502	2005-04-15	1997-09-11	Drosophila persimilis alcohol dehydrogenase (Adh) and alcohol dehydrogenase (Adh-dup) genes, complete cds.
U65746		8725	2005-04-18	1996-10-21	Drosophila buzzatii alcohol dehydrogenase (Adh-P) pseudogene, and alcohol dehydrogenase 2 (Adh-2) and alcohol dehydrogenase 1 (Adh-1) genes, complete cds.
X00607	alcohol dehydrogenase	4607	2005-04-18	1985-06-13	Drosophila simulans gene for alcohol dehydrogenase
M37276		8783	2006-11-14	1990-09-13	Drosophila mojavensis alcohol dehydrogenase-2 (Adh-2) and alcohol dehydrogenase-1 (Adh-1) genes, complete cds.
AY279325		1724	2006-11-14	2004-03-31	Drosophila orena alcohol dehydrogenase (Adh) gene, partial cds and alcohol dehydrogenase related (Adhr) gene, complete cds.
KU559568		14750	2016-06-24	2016-05-31	Drosophila virilis strain 15010-1051.0 alcohol dehydrogenase (Adh1) and alcohol dehydrogenase (Adh2) genes, complete cds.
M63291	alcohol dehydrogenase	1635	2006-11-14	1991-04-04	Drosophila silvestris alcohol dehydrogenase gene, complete cds.
X62193	ADH gene, alcohol dehydrogenase	3483	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62220	ADH gene, alcohol dehydrogenase	3479	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
AY040854		1180	2001-08-19	2001-08-19	Drosophila melanogaster alcohol dehydrogenase gene silencer sequence.
JF735882		626	2011-10-24	2011-10-24	Drosophila nigromelanica alcohol dehydrogenase gene, partial cds.
X62214	ADH gene, alcohol dehydrogenase	3486	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62228	ADH gene, alcohol dehydrogenase	3464	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
M60791	alcohol dehydrogenase	912	2006-11-14	1992-06-06	Drosophila adiastola alcohol dehydrogenase gene, complete cds.
X62206	ADH gene, alcohol dehydrogenase	3499	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X64480	ADH gene, alcohol dehydrogenase	3470	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62204	ADH gene, alcohol dehydrogenase	3499	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62195	ADH gene, alcohol dehydrogenase	3499	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62199	ADH gene, alcohol dehydrogenase	3475	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62226	ADH gene, alcohol dehydrogenase	3466	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X64486	ADH gene, alcohol dehydrogenase	3475	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
AY238778		2042	2005-04-16	2003-04-08	Drosophila miranda strain SP235 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.
AY238777		2042	2005-04-16	2003-04-08	Drosophila miranda strain SP138 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.
AY081440		217	2005-04-16	2002-08-09	Drosophila tripunctata alcohol dehydrogenase (Adh) gene, partial cds.
AY750123		911	2006-07-20	2005-12-31	Drosophila melanica alcohol dehydrogenase (Adh) gene, partial cds.
AY750132		911	2006-07-20	2005-12-31	Drosophila euronotus alcohol dehydrogenase (Adh) gene, partial cds.
AY750144		911	2006-07-20	2005-12-31	Drosophila medioconstricta alcohol dehydrogenase (Adh) gene, partial cds.
DQ471630		711	2006-07-20	2006-07-20	Drosophila barutani alcohol dehydrogenase (Adh) gene, partial cds.
HQ631470		290	2012-01-02	2011-08-30	Drosophila bipectinata alcohol dehydrogenase (adh) gene, partial cds.
AF264077		405	2005-04-15	2000-05-30	Drosophila nebulosa alcohol dehydrogenase (Adh) gene, partial cds.
AY006411		510	2005-09-26	2001-09-04	Drosophila picticornis alcohol dehydrogenase (Adh) gene, partial cds.
AY750118		911	2006-07-20	2005-12-31	Drosophila longiserrata alcohol dehydrogenase (Adh) gene, partial cds.
DQ471667		711	2006-07-20	2006-07-20	Drosophila repleta alcohol dehydrogenase (Adh) gene, partial cds.
HQ631471		290	2012-01-02	2011-08-30	Drosophila bocki alcohol dehydrogenase (adh) gene, partial cds.
HQ631473		290	2012-01-02	2011-08-30	Drosophila curveadeagus alcohol dehydrogenase (adh) gene, partial cds.
HQ631484		290	2012-01-02	2011-08-30	Drosophila pulchrella alcohol dehydrogenase (adh) gene, partial cds.
U26839		961	2005-04-17	1995-06-30	Drosophila borealis alcohol dehydrogenase (Adh) gene, complete cds.
AF059889		290	2005-04-15	1998-04-28	Drosophila melanica alcohol dehydrogenase (Adh) gene, partial cds.
AY006409		508	2005-09-26	2001-09-04	Drosophila adunca alcohol dehydrogenase (Adh) gene, partial cds.
AY006413		510	2005-09-26	2001-09-04	Drosophila nigribasis alcohol dehydrogenase (Adh) gene, partial cds.
AY750116		911	2006-07-20	2005-12-31	Drosophila lacertosa alcohol dehydrogenase (Adh) gene, partial cds.
AY750127		911	2006-07-20	2005-12-31	Drosophila paramelanica alcohol dehydrogenase (Adh) gene, partial cds.
AY750130		911	2006-07-20	2005-12-31	Drosophila neokadai alcohol dehydrogenase (Adh) gene, partial cds.
AY750136		911	2006-07-20	2005-12-31	Drosophila okadai alcohol dehydrogenase (Adh) gene, partial cds.
DQ471655		711	2006-07-20	2006-07-20	Drosophila americana alcohol dehydrogenase (Adh) gene, partial cds.
U94203		204	2005-04-18	1998-02-23	Drosophila petalopeza alcohol dehydrogenase (Adh) gene, partial cds.
AY006417		510	2005-09-26	2001-09-04	Drosophila neoperkinsi alcohol dehydrogenase (Adh) gene, partial cds.
AY750139		911	2006-07-20	2005-12-31	Drosophila sordidula alcohol dehydrogenase (Adh) gene, partial cds.
DQ471659		711	2006-07-20	2006-07-20	Drosophila eohydei alcohol dehydrogenase (Adh) gene, partial cds.
DQ471661		711	2006-07-20	2006-07-20	Drosophila kanekoi alcohol dehydrogenase (Adh) gene, partial cds.
GQ376034		410	2009-08-03	2009-08-02	Drosophila pseudoananassae alcohol dehydrogenase (ADH) gene, partial cds.
GQ376035		410	2009-08-03	2009-08-02	Drosophila bipectinata alcohol dehydrogenase (ADH) gene, partial cds.
U90956		428	2006-11-14	1997-11-14	Drosophila tristis alcohol dehydrogenase (Adh) gene, partial cds.
X68165	alcohol dehydrogenase	3460	2006-11-14	1992-10-08	Drosophila pseudoobscura Adh gene for alcohol dehydrogenase (PS314)
Z00032	alcohol dehydrogenase	2617	2006-11-14	1986-07-02	Drosophila orena alcohol dehydrogenase gene and flanking regions
AB261136		861	2007-11-03	2007-11-03	Drosophila pallidifrons Adh gene for alcohol dehydrogenase, partial cds.
AB932648		844	2015-01-14	2015-01-14	Drosophila bizonata Adh gene for alcohol dehydrogenase, partial cds.
AB932646		840	2014-10-26	2014-10-26	Drosophila angularis Adh gene for alcohol dehydrogenase, partial cds.
AB932662		852	2014-10-26	2014-10-26	Drosophila multispina Adh gene for alcohol dehydrogenase, partial cds.
AF260692		456	2005-04-15	2000-09-20	Drosophila montana alcohol dehydrogenase-related protein gene, partial cds.
KM016471		479	2014-09-24	2014-09-24	Drosophila simulans isolate KY32 alcohol dehydrogenase-related gene, intron.
U26842		957	2005-04-17	1995-06-22	Drosophila montana alcohol dehydrogenase (Adh-1) gene, complete cds.
X60793	ADH gene, alcohol dehydrogenase	2763	2006-11-14	1991-10-07	D.melanogaster (strain NC16) Adh gene for alcohol dehydrogenase
AB033644	alcohol dehydrogenase	711	2006-07-17	1999-11-16	Drosophila brachynephros Adh mRNA for alcohol dehydrogenase, partial cds.
AB261135		855	2007-11-03	2007-11-03	Drosophila siamana Adh gene for alcohol dehydrogenase, partial cds.
AB932664		849	2015-01-14	2015-01-14	Drosophila nigromaculata Adh gene for alcohol dehydrogenase, partial cds.
AB932678		839	2014-10-26	2014-10-26	Drosophila transversa Adh gene for alcohol dehydrogenase, partial cds.
AB932679		836	2014-10-26	2014-10-26	Drosophila tripunctata Adh gene for alcohol dehydrogenase, partial cds.
AB932680		848	2015-01-14	2015-01-14	Drosophila unispina Adh gene for alcohol dehydrogenase, partial cds.
AF260699		2795	2005-04-15	2000-09-20	Drosophila buzzatii alcohol dehydrogenase-related protein gene, complete cds.
AH000980	alcohol dehydrogenase	2474	2016-06-13	2016-06-13	Drosophila melanogaster alcohol dehydrogenase (ADH-71k) gene, complete cds.
U95266		1159	2005-04-18	1999-01-06	Drosophila willistoni PA2 alcohol dehydrogenase (Adh) gene, complete cds.
X57374	ADH gene, alcohol dehydrogenase	975	2006-11-14	1991-07-17	Drosophila yakuba (individual j) Adh gene for alcohol dehydrogenase
X57376	ADH gene, alcohol dehydrogenase	975	2006-11-14	1991-07-17	Drosophila yakuba (individual l) Adh gene for alcohol dehydrogenase
U95260		1172	2005-04-18	1999-01-06	Drosophila willistoni Lima alcohol dehydrogenase (Adh) gene, complete cds.
X57372	ADH gene, alcohol dehydrogenase	975	2006-11-14	1991-07-17	Drosophila yakuba (individual h) Adh gene for alcohol dehydrogenase
AB154553		675	2005-04-14	2004-04-01	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh12.
AF201429		480	2006-11-14	2000-07-03	Drosophila simulans isolate TT01 alcohol dehydrogenase (Adhr) gene, intron 1.
AY156525		878	2005-04-16	2003-03-03	Drosophila navojoa alcohol dehydrogenase 2 (adh-2) gene, complete cds.
KX976486		771	2016-11-12	2016-11-12	Drosophila yakuba isolate Yakuba_SJ7 alcohol dehydrogenase (Adh) mRNA, complete cds.
KX976513		771	2016-11-12	2016-11-12	Drosophila yakuba isolate Yakuba_2_11 alcohol dehydrogenase (Adh) mRNA, complete cds.
M60980	alcohol dehydrogenase, alternative splicing	3476	2006-11-14	1992-01-26	Drosophila pseudoobscura (strain AH54) alcohol dehydrogenase (adh) gene, complete cds.
EU532128		562	2010-01-21	2010-01-21	Drosophila paulistorum from Brazil alcohol dehydrogenase (Adh) gene, partial cds.
HQ110512		830	2011-06-02	2011-05-06	Drosophila neocordata isolate D_neoc_c1 alcohol dehydrogenase (Adh) gene, partial cds.
HQ110514		819	2011-06-02	2011-05-06	Drosophila neocordata isolate D_neoc_c3 alcohol dehydrogenase (Adh) gene, partial cds.
HQ110515		859	2011-06-02	2011-05-06	Drosophila prosaltans isolate D_pros_c1 alcohol dehydrogenase (Adh) gene, partial cds.
KX976489		771	2016-11-12	2016-11-12	Drosophila yakuba isolate Yakuba_SJ14 alcohol dehydrogenase (Adh) mRNA, complete cds.
KX976512		771	2016-11-12	2016-11-12	Drosophila yakuba isolate Yakuba_3_16 alcohol dehydrogenase (Adh) mRNA, complete cds.
KX976518		771	2016-11-12	2016-11-12	Drosophila yakuba isolate Yakuba_1_7 alcohol dehydrogenase (Adh) mRNA, complete cds.
M60988	alcohol dehydrogenase, alternative splicing	3467	2006-11-14	1992-04-30	Drosophila pseudoobscura (strain AH165) alcohol dehydrogenase (adh) gene, complete cds.
AB154543		675	2005-04-14	2004-04-01	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh02.
AB154544		683	2005-04-14	2004-04-01	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh03.
AB154551		683	2005-04-14	2004-04-01	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh10.
AF201449		481	2006-11-14	2000-07-03	Drosophila simulans isolate MDW86 alcohol dehydrogenase (Adhr) gene, intron 1.
AF284481		700	2006-11-14	2000-11-02	Drosophila sechellia strain SS77 alcohol dehydrogenase (Adh) gene, partial cds.
AY095943		443	2008-12-16	2003-05-01	Drosophila curvispina isolate cur3 alcohol dehydrogenase (Adh) gene, partial cds.
AY335198		854	2005-04-16	2003-12-31	Drosophila saltans clone Dsalt2L alcohol dehydrogenase (Adh) gene, partial cds.
DQ471613		711	2006-07-20	2006-07-20	Drosophila angor strain B123 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471644		711	2006-07-20	2006-07-20	Drosophila barutani strain 178 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471653		711	2006-07-20	2006-07-20	Drosophila kanekoi strain 248 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471654		711	2006-07-20	2006-07-20	Drosophila tsigana strain JP275 alcohol dehydrogenase (Adh) gene, partial cds.
EU532129		558	2010-01-21	2010-01-21	Drosophila paulistorum from Brazil alcohol dehydrogenase (Adh) gene, partial cds.
JX455213		481	2014-01-02	2012-09-03	Drosophila simulans isolate HW04 alcohol dehydrogenase (Adhr) gene, intron 1.
KX976497		771	2016-11-12	2016-11-12	Drosophila yakuba isolate Yakuba_Cascade_SN6 alcohol dehydrogenase (Adh) mRNA, complete cds.
M60981	alcohol dehydrogenase, alternative splicing	3475	2006-11-14	1992-01-26	Drosophila pseudoobscura (strain AH69) alcohol dehydrogenase (adh) gene, complete cds.
M60985	alcohol dehydrogenase, alternative splicing	3465	2006-11-14	1992-04-30	Drosophila pseudoobscura (strain AH135) alcohol dehydrogenase (adh) gene, complete cds.
U95258		1172	2005-04-18	1999-01-06	Drosophila willistoni Cano Mora alcohol dehydrogenase (Adh) gene, complete cds.
DQ471628		711	2006-07-20	2006-07-20	Drosophila angor strain Taiwan alcohol dehydrogenase (Adh) gene, partial cds.
JX455216		480	2014-01-02	2012-09-03	Drosophila simulans isolate HW47 alcohol dehydrogenase (Adhr) gene, intron 1.
KX976521		771	2016-11-12	2016-11-12	Drosophila yakuba isolate Yakuba_2_8 alcohol dehydrogenase (Adh) mRNA, complete cds.
AY095938		437	2008-12-16	2003-05-01	Drosophila transversa isolate tra2 alcohol dehydrogenase (Adh) gene, partial cds.
KX976492		771	2016-11-12	2016-11-12	Drosophila yakuba isolate Yakuba_SN7 alcohol dehydrogenase (Adh) mRNA, complete cds.
KX976500		771	2016-11-12	2016-11-12	Drosophila yakuba isolate Yakuba_Anton_1_Principe alcohol dehydrogenase (Adh) mRNA, complete cds.
AB669850		833	2014-01-02	2014-01-02	Drosophila burlai Adh gene for alcohol dehydrogenase, partial cds, strain: L76.
AB669859		831	2014-01-02	2014-01-02	Drosophila bocki Adh gene for alcohol dehydrogenase, partial cds, strain: A126.
AF136695		884	2005-04-15	1999-06-03	Drosophila americana americana G96.14Y alcohol dehydrogenase (Adh) gene, partial cds.
L78922	alcohol dehydrogenase	822	2005-04-17	1996-06-25	Drosophila mimica (strain 15292-2561.2) alcohol dehydrogenase gene, partial cds.
U64542		3481	2005-04-18	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS308 allele, complete cds.
U64550		3484	2005-04-18	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS333 allele, complete cds.
U95271		1167	2005-04-18	1999-01-06	Drosophila paulistorum Andean-Brazilian, ABM alcohol dehydrogenase (Adh) gene, complete cds.
X54120	ADH gene, Adh-related gene, alcohol dehydrogenase	2284	2006-11-14	1992-04-14	D.yakuba Adh gene for alcohol dehydrogenase and Adh-related gene
AF136661		884	2005-04-15	1999-06-03	Drosophila americana americana G96.48X alcohol dehydrogenase (Adh) gene, partial cds.
AF136667		884	2005-04-15	1999-06-03	Drosophila americana americana G96.33X alcohol dehydrogenase (Adh) gene, partial cds.
